SEX	MAT	MTL	Age
male	1	280	6
male	1	280	4
male	1	280	4
male	1	280	2
male	1	280	3
male	1	280	2
male	1	280	4
male	1	280	2
male	1	280	4
male	1	280	2
male	1	280	2
male	1	280	2
male	1	280	3
male	1	280	3
male	1	280	3
male	1	280	3
male	1	281	4
male	1	281	4
male	1	281	4
male	1	281	3
male	1	281	4
male	1	281	5
male	1	281	2
male	1	281	3
male	1	282	6
male	1	282	3
male	1	282	3
male	1	282	3
male	1	282	2
male	1	282	3
male	1	282	3
male	1	283	3
male	1	283	3
male	1	283	2
male	1	283	2
male	1	283	4
male	1	283	3
male	1	283	4
male	1	283	3
male	1	283	2
male	1	284	6
male	1	284	3
male	1	284	4
male	1	284	4
male	1	284	3
male	1	284	4
male	1	284	4
male	1	284	3
male	1	285	4
male	1	285	7
male	1	285	6
male	1	285	4
male	1	285	4
male	1	285	4
male	1	285	4
male	1	285	4
male	1	285	3
male	1	285	4
male	1	285	4
male	1	285	5
male	1	285	2
male	1	285	3
male	1	285	2
male	1	285	3
male	1	285	2
male	1	285	2
male	1	286	4
male	1	286	6
male	1	286	7
male	1	286	2
male	1	286	3
male	1	286	2
male	1	286	3
male	1	287	4
male	1	287	4
male	1	287	8
male	1	287	3
male	1	287	4
male	1	287	3
male	1	287	3
male	1	287	4
male	1	287	4
male	1	287	3
male	1	288	4
male	1	288	2
male	1	288	3
male	1	288	3
male	1	288	3
male	1	288	3
male	1	289	3
male	1	289	3
male	1	290	3
male	1	290	7
male	1	290	4
male	1	290	4
male	1	290	4
male	1	290	3
male	1	290	6
male	1	290	3
male	1	290	4
male	1	290	4
male	1	290	4
male	1	290	4
male	1	290	2
male	1	290	4
male	1	290	3
male	1	290	2
male	1	290	2
male	1	290	4
male	1	291	4
male	1	291	4
male	1	291	4
male	1	291	3
male	1	291	4
male	1	291	4
male	1	291	4
male	1	291	3
male	1	291	3
male	1	291	3
male	1	291	3
male	1	291	3
male	1	291	3
male	1	292	7
male	1	292	5
male	1	292	4
male	1	292	6
male	1	293	4
male	1	293	8
male	1	293	3
male	1	294	5
male	1	294	4
male	1	294	7
male	1	294	4
male	1	294	2
male	1	294	3
male	1	295	5
male	1	295	7
male	1	295	6
male	1	295	4
male	1	295	6
male	1	295	4
male	1	295	3
male	1	295	4
male	1	295	4
male	1	295	4
male	1	295	4
male	1	295	6
male	1	295	4
male	1	295	3
male	1	295	3
male	1	295	3
male	1	296	4
male	1	296	7
male	1	296	7
male	1	296	3
male	1	296	4
male	1	296	4
male	1	296	3
male	1	296	4
male	1	296	3
male	1	297	8
male	1	297	4
male	1	297	3
male	1	297	3
male	1	297	3
male	1	297	3
male	1	297	4
male	1	298	4
male	1	298	6
male	1	298	4
male	1	298	6
male	1	298	9
male	1	298	3
male	1	298	6
male	1	298	3
male	1	298	3
male	1	298	3
male	1	298	3
male	1	298	3
male	1	298	3
male	1	298	3
male	1	299	7
male	1	299	7
male	1	299	4
male	1	299	4
male	1	299	5
male	1	299	3
male	1	300	7
male	1	300	7
male	1	300	7
male	1	300	6
male	1	300	6
male	1	300	3
male	1	300	6
male	1	300	3
male	1	300	3
male	1	300	5
male	1	300	5
male	1	300	3
male	1	300	2
male	1	300	3
male	1	300	3
male	1	301	7
male	1	301	4
male	1	301	5
male	1	301	4
male	1	301	3
male	1	301	4
male	1	301	3
male	1	301	4
male	1	301	3
male	1	302	7
male	1	302	4
male	1	302	4
male	1	302	4
male	1	302	4
male	1	302	3
male	1	302	3
male	1	302	3
male	1	303	5
male	1	303	4
male	1	303	11
male	1	303	4
male	1	303	3
male	1	303	4
male	1	303	3
male	1	303	3
male	1	303	3
male	1	304	7
male	1	304	4
male	1	304	3
male	1	304	6
male	1	304	3
male	1	305	8
male	1	305	6
male	1	305	4
male	1	305	4
male	1	305	6
male	1	305	7
male	1	305	4
male	1	305	4
male	1	305	4
male	1	305	3
male	1	305	4
male	1	305	4
male	1	305	2
male	1	305	3
male	1	306	7
male	1	306	7
male	1	306	7
male	1	306	3
male	1	306	3
male	1	306	3
male	1	306	5
male	1	306	4
male	1	307	4
male	1	307	3
male	1	307	3
male	1	307	3
male	1	307	3
male	1	307	3
male	1	308	4
male	1	308	4
male	1	308	6
male	1	308	3
male	1	308	4
male	1	309	5
male	1	309	4
male	1	309	6
male	1	309	3
male	1	309	3
male	1	309	4
male	1	309	4
male	1	310	3
male	1	310	6
male	1	310	4
male	1	310	3
male	1	310	3
male	1	311	7
male	1	311	3
male	1	311	3
male	1	311	3
male	1	312	4
male	1	312	3
male	1	313	4
male	1	313	4
male	1	313	4
male	1	313	3
male	1	313	3
male	1	314	7
male	1	314	4
male	1	314	6
male	1	314	4
male	1	314	4
male	1	315	7
male	1	315	7
male	1	315	6
male	1	315	3
male	1	315	3
male	1	315	3
male	1	315	3
male	1	315	4
male	1	316	3
male	1	316	3
male	1	316	5
male	1	316	4
male	1	317	8
male	1	318	3
male	1	318	4
male	1	318	3
male	1	319	7
male	1	320	6
male	1	320	7
male	1	320	6
male	1	320	3
male	1	320	4
male	1	320	3
male	1	320	4
male	1	320	3
male	1	321	4
male	1	322	3
male	1	322	4
male	1	322	9
male	1	322	5
male	1	322	3
male	1	322	3
male	1	323	11
male	1	323	4
male	1	323	4
male	1	323	3
male	1	324	5
male	1	324	6
male	1	324	4
male	1	324	3
male	1	325	6
male	1	325	6
male	1	325	4
male	1	325	4
male	1	326	3
male	1	326	4
male	1	327	4
male	1	327	3
male	1	328	4
male	1	329	7
male	1	329	3
male	1	329	3
male	1	330	7
male	1	330	8
male	1	330	6
male	1	331	4
male	1	331	6
male	1	331	4
male	1	331	3
male	1	332	14
male	1	332	8
male	1	334	7
male	1	334	3
male	1	334	4
male	1	335	7
male	1	335	3
male	1	335	3
male	1	335	4
male	1	335	4
male	1	335	4
male	1	336	13
male	1	336	3
male	1	339	4
male	1	339	6
male	1	340	6
male	1	340	4
male	1	340	7
male	1	341	7
male	1	342	5
male	1	342	4
male	1	343	5
male	1	344	5
male	1	345	3
male	1	345	6
male	1	346	6
male	1	346	5
male	1	346	4
male	1	347	4
male	1	347	3
male	1	348	8
male	1	348	10
male	1	352	8
male	1	355	7
male	1	355	4
male	1	355	11
male	1	356	10
male	1	356	5
male	1	356	4
male	1	361	7
male	1	362	6
male	1	367	5
